"slug","faqJson"
"what-is-a-mud-or-pid-in-a-texas-subdivision","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is a MUD or a PID in a Texas subdivision?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A MUD is a municipal utility district and a PID is a public improvement district. Both fund water, sewer, roads and amenities in a Texas subdivision, and both add a line to the property tax bill that can change the monthly payment. Each has a TREC notice form that goes to the buyer in the transaction.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the difference between a MUD and a PID in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A MUD is a political subdivision with its own board that levies a property tax and typically owns water, wastewater and drainage infrastructure. A PID is created by a city or county to fund specified improvements and imposes an assessment rather than a tax. A PID assessment often has a payoff balance; a MUD tax generally does not.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When must a seller give the MUD notice in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas Water Code Section 49.452 requires the seller to give written notice prior to execution of a binding contract of sale and purchase, and the purchaser signs to evidence receipt. If it was not given before the contract, the seller may give it at closing, but a purchaser who proceeds waives termination rights. The content of the notice is set by Section 49.4521.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What does the Texas PID notice say?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Under Texas Property Code Section 5.014 the seller must give written notice before the effective date of a binding contract. It states that the buyer is obligated to pay assessments for public improvement costs, that AN ASSESSMENT HAS BEEN LEVIED AGAINST YOUR PROPERTY, the payment terms, and that failure to pay may result in penalties and interest being added to what you owe or in a lien on and the foreclosure of your property.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Which TREC forms disclose a MUD or PID?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Addendum Containing Notice of Obligation to Pay Improvement District Assessment, form 53-0 effective 09/01/2021, carries the Property Code 5.014 notice on the PID side. The Notice to Purchaser of Special Taxing or Assessment District, form 59-0 effective 02/12/2024, is the notice given to a purchaser of property inside a special taxing or assessment district.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Are there MUDs in Kendall County, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Kendall Appraisal District's entity list includes a Kendall County MUD and a Miralomas MUD, along with Kendall County WCID #1 and the Cow Creek Groundwater Conservation District. Check the specific parcel's account at kendallad.org, because district boundaries do not follow subdivision names.""
      }
    }
  ]
}"
"what-is-a-t-47-affidavit","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is a T-47 affidavit in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A T-47 is a notarized affidavit in which a Texas seller states that nothing has changed on the property since the existing survey. With it, the lender and title company can often accept that survey instead of requiring a new one. A T-47.1 declaration does the same job without notarization; both took effect November 1, 2024.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the difference between a T-47 and a T-47.1 in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""They make the same substantive statements about the property being unchanged since the existing survey. The T-47 is a notarized affidavit. The T-47.1 is a declaration in lieu of affidavit, signed by the seller but not notarized. Both are effective November 1, 2024, and the title company and lender decide which they will accept.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Who signs the T-47 affidavit?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The seller. The seller identifies the existing survey and swears that no changes have been made to the property since it was made. The title insurance company issuing the policy relies on those statements, which is why an inaccurate affidavit is a serious problem rather than a paperwork error. Paragraph 6C(1) of TREC form 20-19 names both the T-47 Affidavit and the T-47.1 Declaration as the seller's obligation.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What does a T-47 do for the title policy?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 6A(8) of TREC form 20-19 lets the standard printed exception as to discrepancies, conflicts, shortages in area or boundary lines, encroachments or protrusions, or overlapping improvements be amended to read only 'shortages in area,' at Buyer's or Seller's expense. With an acceptable existing survey plus a T-47 or T-47.1, those matters are covered rather than excluded, and the buyer may not have to pay for a new survey.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if a Texas seller does not deliver the T-47 on time?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 6C(1) of TREC form 20-19 requires the seller to furnish both the existing survey and the T-47 Affidavit or T-47.1 Declaration within the time stated. If the seller fails to furnish both, the buyer obtains a new survey at Seller's expense no later than 3 days prior to the Closing Date. There is no election on that branch.""
      }
    }
  ]
}"
"what-is-a-texas-cash-out-refinance-50a6","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is a Texas cash-out refinance under Section 50(a)(6)?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A Texas cash-out refinance is a home equity loan under Article XVI, Section 50(a)(6) of the Texas Constitution. All loans against the homestead combined cannot exceed 80 percent of fair market value, the loan cannot close until 12 days after the later of application or notice, and fees are capped at 2 percent.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much cash can I take out of a Texas home?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The ceiling is on the combined balance. All loans secured by the homestead together cannot exceed 80 percent of fair market value at closing, so the available proceeds are 80 percent of the appraised value minus everything already owed, minus closing costs. At least 20 percent equity must remain in the property.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is a Texas HELOC also a 50(a)(6) loan?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. A home equity line of credit secured by a Texas homestead is a Section 50(a)(6) loan and carries the same limits, including the 80 percent combined ceiling and the rule that only one such loan may be secured by the homestead at a time. An open HELOC therefore has to be addressed before a 50(a)(6) cash-out refinance.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How long does a Texas cash-out refinance take to close?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The loan cannot close until at least 12 days after the later of the application date or the borrower's receipt of the required notice. That waiting period is constitutional and cannot be waived or shortened by the lender, which is why Texas cash-out refinances often take longer than borrowers expect.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does Section 50(a)(6) apply to rental property in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Section 50(a)(6) governs the homestead. Investment property in Texas is not governed by these rules, so investor cash-out loans follow the lender's own loan-to-value, seasoning and reserve requirements instead. Whether a specific property is the homestead is a legal question for a Texas real estate attorney.""
      }
    }
  ]
}"
"what-is-a-title-commitment-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is a title commitment in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A title commitment is the title company's written promise to issue a title policy on stated terms. It comes in four schedules: A is the deal facts, B is what the policy will not cover, C is what must be fixed before closing, and D discloses who gets paid. Reading it is a task with a deadline.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is Schedule C on a Texas title commitment?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Schedule C lists the requirements that must be satisfied before the title company will issue the policy: lien releases, mortgage payoffs, probate or heirship documents, missing spousal signatures, unpaid taxes, corrected legal descriptions. Unworked Schedule C items are the most common reason a Texas closing date slips.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the survey exception in a Texas title policy?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""It is a Schedule B exception excluding anything a survey would have shown: boundary discrepancies, shortages in area, encroachments and protrusions. It can be amended with a new survey, or with the existing survey plus a signed T-47 affidavit, if the lender and title company accept it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When does the title commitment have to be delivered in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 6B of TREC form 20-19 requires it within 20 days after the Title Company receives a copy of the contract, automatically extended up to 15 days or 3 days before the Closing Date, whichever is earlier. If it is still not delivered in time, the buyer may terminate and the earnest money is refunded.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if a buyer misses the title objection deadline in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Under Paragraph 6D, failing to object in time waives the right to object, except that the requirements in Schedule C of the Commitment are not waived. Timely objections get a 15-day Cure Period, provided the seller is not obligated to incur any expense, and the buyer then has 5 days after the Cure Period to terminate or waive. Silence is a waiver.""
      }
    }
  ]
}"
"what-is-an-ag-exemption-in-texas-and-what-are-rollback-taxes","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is an ag exemption in Texas, and what are rollback taxes?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An ag exemption is not an exemption. It is a special appraisal that values qualifying land on its agricultural productivity instead of market value. Changing the use triggers a rollback: three years of additional tax equal to the difference between what was paid on ag value and what would have been paid on market value.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How many years is the Texas rollback tax?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Three. Tax Code 23.55 imposes an additional tax equal to the difference between the taxes imposed on the land for each of the three years preceding the year in which the change of use occurs and what would have been imposed at market value.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the interest rate on Texas rollback taxes?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Tax Code 23.55 does not impose a rollback interest rate for 1-d-1 open-space land. The statute provides only that the additional taxes incur the penalties and interest provided by law for ad valorem taxes if they are not paid by the delinquency deadline. Published 5 percent and 7 percent figures should not be relied on.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What does land have to do to qualify for Texas ag valuation?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Its current principal use must be agricultural, carried on to the degree of intensity generally accepted in the area, and the land must have been in agricultural or timber production in five of the preceding seven years. The appraisal district sets and applies the local intensity standard.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can I put raw land into wildlife management valuation in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Only if it already qualified. Wildlife management use requires land that was previously qualified open-space or timber land, used in at least three of seven specified ways to propagate a sustaining breeding, migrating or wintering population of indigenous wild animals. It is a conversion from ag valuation, not an independent starting point.""
      }
    }
  ]
}"
"what-is-an-etj-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is an ETJ in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An ETJ is a city's extraterritorial jurisdiction: unincorporated land just outside the city limits where the city keeps some regulatory authority under Texas Local Government Code chapter 42. Property there is not inside the city and not on the city's property tax roll, but some city rules still reach it. Boerne's short-term rental ordinance does.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do Boerne's short-term rental rules apply in the ETJ?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. Ordinance No. 2023-09 applies to the city limits and the ETJ. One piece of it does not travel: the safety inspection requirement applies to properties inside the city limits and does not apply to ETJ properties.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do you pay city property tax in a Texas ETJ?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An ETJ parcel is not inside the city limits, so the city's property tax rate is not on its bill. The county, the school district and any special district covering the parcel still are. The entity list for a Kendall County parcel comes from Kendall Appraisal District.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the difference between the ETJ and unincorporated county?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""ETJ land is unincorporated but adjacent to a city that retains some authority over it, notably subdivision platting. Land outside any city's ETJ is governed by the county alone, and Texas counties have narrower ordinance-making power than cities. Boerne's STR ordinance does not reach unincorporated Kendall County outside the city limits and ETJ.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How do I find out if a property is in Boerne's ETJ?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Confirm the jurisdiction for the specific address with the City of Boerne Planning Department at (830) 248-1501. ETJ boundaries change as a city grows and as state law changes, so a map screenshot or a listing remark is not a reliable answer.""
      }
    }
  ]
}"
"what-is-an-hoa-resale-certificate-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is an HOA resale certificate in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An HOA resale certificate is a Texas Property Code chapter 207 document the property owners' association prepares for a pending sale. It states assessments, unpaid amounts, known violations, insurance, pending lawsuits, reserves and transfer restrictions. The association must deliver it within 10 business days of a proper written request, prepared no earlier than 60 days before delivery.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How long does a Texas HOA have to deliver a resale certificate?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Within 10 business days of receiving a proper written request. That is up to two calendar weeks, which can be longer than the option period, so the request should go out immediately after the contract becomes effective.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How old can a Texas HOA resale certificate be?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The certificate must be prepared no earlier than 60 days before it is delivered. A certificate pulled for an earlier deal that fell through may be stale and unusable.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Which TREC forms are used for a Texas HOA sale?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Addendum for Property Subject to Mandatory Membership in a Property Owners Association, form 36-11 effective 07/01/2026, is attached to the contract. The certificate itself is Subdivision Information, Including Resale Certificate, form 37-5 effective 02/10/2014. Condominiums use the Condominium Resale Certificate, form 32-5.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much can a Texas HOA charge for a resale certificate?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas Property Code section 207.003(c) allows a property owners' association to charge a reasonable and necessary fee, not to exceed $375, to assemble, copy and deliver the required subdivision information. The $375 figure is a ceiling on a reasonable and necessary charge, not a flat entitlement. Transfer fees billed at closing are a separate item.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What should a buyer read first in an HOA resale certificate?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Known violations on that lot, any special assessment already levied but not yet due, the reserve figures, and the transfer restrictions. An open violation becomes the buyer's problem at closing, and a voted-but-unbilled special assessment does not appear on the listing.""
      }
    }
  ]
}"
"what-is-earnest-money-in-texas-and-is-it-refundable","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is earnest money in Texas, and is it refundable?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Earnest money is a good-faith deposit the buyer delivers to the title company to be held in escrow. It is refundable if the buyer terminates during the option period or under a contract right such as the financing addendum. It is credited to the buyer at closing and cannot be released without mutual agreement or a court order.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much earnest money do I need in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""There is no statutory amount and TREC does not set one. Earnest money is a dollar blank in paragraph 5A of form 20-19 that the buyer and seller negotiate. Paragraph 5A(1) also allows additional earnest money delivered within a stated number of days after the effective date, so a buyer can stage the deposit.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Who holds earnest money in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The title company, acting as escrow agent, holds it in an escrow account. Paragraph 5A of form 20-19 directs the buyer to deliver it to the named Escrow Agent within 3 days after the Effective Date. The title company does not decide disputes and cannot release the funds to either party without mutual agreement or a court order.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if a Texas buyer delivers earnest money late?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Under paragraph 5C of TREC form 20-19 the seller may terminate the contract, exercise the paragraph 15 remedies, or both — but only by giving notice to the buyer before the buyer delivers the earnest money. A buyer who wires late but before that notice goes out has effectively cured it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can a seller refuse to release earnest money in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A seller can decline to sign the release, and the funds then stay in escrow. Terminating the contract and receiving escrowed funds are separate events. A timely, written termination delivered exactly as the contract requires is what makes a refusal hard to defend; a disputed release goes to a Texas real estate attorney.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens to earnest money at closing in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""It is credited to the buyer on the settlement statement and applied toward the down payment and closing costs, reducing the amount the buyer wires at closing. If the buyer defaults instead, paragraph 15 lets the seller terminate and receive the earnest money as liquidated damages.""
      }
    }
  ]
}"
"what-is-the-10-percent-homestead-cap-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the 10 percent homestead cap in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Once a Texas home has a homestead exemption, the appraisal district cannot raise its net appraised value more than 10 percent per year, no matter how much the market moves. The cap does not transfer to a buyer. It resets to market value after a sale, which is why a new owner's tax bill often jumps.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the Texas homestead cap transfer to the buyer?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The cap ends with the sale. The new owner faces the district's market value, often informed by the price just paid, and must file their own homestead exemption to start a new cap. The seller's tax bill is not a forecast of the buyer's.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Why does my notice show two different values?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A homesteaded property's notice shows the district's market value and a capped appraised value. Taxable value is the capped figure minus exemptions, and that is what the bill is built from. After several years of appreciation the two numbers can be far apart.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do rental properties get the 10 percent cap in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The 10 percent cap requires a homestead exemption. Non-homestead property has had a temporary 20 percent circuit breaker under Tax Code 23.231 for tax years 2024, 2025 and 2026, which expires after the 2026 tax year unless the Legislature renews it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the homestead cap apply to new improvements?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Added value from new improvements such as square footage, a casita, a shop or a pool is generally taxed rather than absorbed under the cap. Ordinary repairs and maintenance are treated differently. The appraisal district decides how a specific project is classified.""
      }
    }
  ]
}"
"what-is-the-amendment-to-contract-form-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Amendment to Contract in a Texas real estate deal?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The Amendment to Contract is the TREC form used to change the terms of a contract that is already in effect: price, closing date, repairs, option period. It takes effect only when every party signs and it is delivered. The current version is TREC form 39-11, effective 07/01/2026. It changes a contract. It does not end one.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How do you extend an option period in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""With item 7 of TREC form 39-11. It states an additional option fee as a dollar amount, a new expiration written as a date with 5:00 p.m. printed on the form, and a separate election on whether that additional option fee will or will not be credited to the Sales Price. It has to be signed by all parties and executed before the existing option period expires.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is the additional option fee credited to the sales price?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Only if the parties check that it is. Item 7 of TREC form 39-11 carries a separate will or will not election for whether the additional option fee is credited to the Sales Price. That election is independent of the original option fee, which the contract credits at closing.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can you check more than one box on the TREC amendment form?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. The header instruction reads check each applicable box, not check one only. A single amendment can change the sales price, the closing date and the option period at once. An item whose box is left unchecked is not a change, even if the blank underneath it was filled in.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How do you move the financing approval deadline in a Texas contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Item 9 of TREC form 39-11 changes the date for the buyer to give written notice that the buyer cannot obtain Buyer Approval under the Third Party Financing Addendum. That is the Paragraph 2A deadline. It does not change Property Approval under Paragraph 2B, which runs to the 3rd day before the Closing Date.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can a real estate agent write custom language into a Texas amendment?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Item 10, Other Modifications, carries the printed warning that real estate brokers and sales agents are prohibited from practicing law, and the form's footer repeats it. License holders may fill in blanks but may not draft contract language. A leaseback, a holdback or a contingency the form does not contain is work for a Texas real estate attorney.""
      }
    }
  ]
}"
"what-is-the-brrrr-method-and-does-it-work-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the BRRRR method, and does it work in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""BRRRR is buy, rehab, rent, refinance, repeat. It works in Texas, with one constitutional catch: if the property is the borrower's homestead, the refinance is a Section 50(a)(6) loan capped at 80 percent loan-to-value with a 12-day waiting period. A rental held as an investment is not the homestead and is not governed by 50(a)(6).""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does Section 50(a)(6) apply to an investment property in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The Texas Constitution's home equity restrictions apply to the homestead. A rental held in the investor's name as an investment property is not the homestead and is not governed by Section 50(a)(6). The lender's own loan-to-value, seasoning and reserve requirements still apply, and those vary by lender and product.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Why does the 12-month rule matter for BRRRR in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Only one Section 50(a)(6) loan may be secured by the homestead at a time, and 12 months must pass between home equity closings. An investor refinancing their own residence therefore cannot repeat the refinance step quickly, which is one reason BRRRR is usually structured on the investment side instead.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How do property taxes change when a Texas property becomes a rental?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The property loses the residence homestead exemptions, including the $140,000 school district exemption, and it loses the 10 percent homestead appraisal cap. Non-homestead real property is instead covered by a 20 percent circuit breaker under Tax Code Section 23.231, which applies for tax years 2024 through 2026 and expires December 31, 2026 unless the Legislature renews it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What should I confirm before starting a BRRRR deal in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Get the lender's actual cash-out terms and seasoning requirement in writing for the product you will use, confirm whether the property will be your homestead at the time of the refinance, and build a property tax line that assumes no homestead exemption, no 10 percent cap, and the circuit breaker's December 31, 2026 expiration.""
      }
    }
  ]
}"
"what-is-the-option-period-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the option period in a Texas real estate contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The option period is a negotiated window in the TREC contract during which a Texas buyer can terminate for any reason and get their earnest money back. The buyer pays a separate option fee to the title company within three days of the effective date. The fee is credited at closing and is not refunded on termination.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How long is the option period in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""There is no statutory length. The option period is a blank in the TREC contract that the buyer and seller negotiate. Seven to ten calendar days is common in practice, but the number is whatever the parties agree to.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When is the option fee due in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Within three days after the effective date of the contract, delivered to the escrow agent, which is the title company, rather than to the seller. If the third day is a Saturday, Sunday or legal holiday, the deadline moves to the next qualifying day. Paragraph 5D of TREC form 20-19 provides that if the fee is not delivered in time, the buyer does not have the unrestricted right to terminate.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the option fee amount is left blank in the Texas contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The buyer has no termination right. Paragraph 5D of TREC form 20-19 states that if no dollar amount is stated as the option fee, or if the buyer fails to deliver it within the time required, the buyer does not have the unrestricted right to terminate under paragraph 5. A blank is as fatal as a late payment.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How are option period days counted in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Calendar days. The effective date is day zero and each following day is numbered in sequence. The period ends at 5:00 p.m. local time on the final day. A ten-day option period starting November 1 ends at 5:00 p.m. on November 11.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is the option fee credited at closing?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. If the sale closes, the option fee is credited to the sales price. If the buyer terminates during the option period, the seller keeps the option fee and the buyer's earnest money is returned.""
      }
    }
  ]
}"
